Date,Route,Rating,Notes,URL,Pitches,Location,Lat and long
2022-12-27,Blazing Saddles,5.12c,"Left draws up, will be back 12/28
RP 2nd go",https://www.mountainproject.com/route/108552387/blazing-saddles,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Club Mex Wall,"25.95042, -100.47577"
2022-12-28,The Sword,5.11d,Both led. S fell. Painful down low.  Fun up high.,https://www.mountainproject.com/route/109938027/the-sword,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Las Estrellas South,"25.95031, -100.47562"
2022-12-28,Thunderkiss,5.12a,,https://www.mountainproject.com/route/106098897/thunderkiss,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Las Estrellas Main Wall,"25.95031, -100.47562"
2022-12-28,Easy Over,5.10d,,https://www.mountainproject.com/route/108548524/easy-over,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Agujas (The Spires),"25.94738, -100.47773"
2022-12-28,Sunnyside Up,5.10c,,https://www.mountainproject.com/route/106641313/sunnyside-up,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Agujas (The Spires),"25.94738, -100.47773"
2022-12-28,Nightstalker,5.9,,https://www.mountainproject.com/route/105901907/nightstalker,1,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Owl Rock,"31.95284, -109.96193"
2022-12-28,We're Only In It For the Money,5.10a,,https://www.mountainproject.com/route/106293037/were-only-in-it-for-the-money,1,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Zappa Dome,"31.95347, -109.96365"
2022-12-29,Pitch Black,5.10d,"World on Fire link 1-2, 4-5, 6-7; need a 70, still loose rock, be super careful with people below",https://www.mountainproject.com/route/108556929/pitch-black,8,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Conundrums,"25.9485, -100.47459"
2022-12-30,Habanero Sunday,5.11b,,https://www.mountainproject.com/route/111539924/habanero-sunday,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Outrage Wall,"25.94738, -100.47773"
2022-12-30,Devil's Cabaña Boy,5.12d,,https://www.mountainproject.com/route/106099467/devils-cabana-boy,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Outrage Wall,"25.94802, -100.47771"
2022-12-30,Gettin'  Wood,5.10d,,https://www.mountainproject.com/route/105914186/gettin-wood,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Agujas (The Spires),"25.94802, -100.47771"
2022-12-30,La Baca-Chenta,5.10d,,https://www.mountainproject.com/route/106180680/la-baca-chenta,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > La Ola (The Wave),"25.94831, -100.47545"
2022-12-30,EBGB's,5.10d,"Left after the last bolt, don’t go right",https://www.mountainproject.com/route/105722197/ebgbs,1,California > Joshua Tree National Park > Central Joshua Tree > Echo Rock Area > Echo Rock > EBGB Block Area,"34.02443, -116.1557"
2023-05-21,Glitter Gulch,5.11a,"Crux down low, sweet route ",https://www.mountainproject.com/route/105788000/glitter-gulch,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall,"36.15597, -115.43663"
2023-05-22,Kentucky Kid,5.11a/b,,https://www.mountainproject.com/route/120271137/kentucky-kid,1,Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall,"35.97231, -115.52518"
2023-05-22,Clem Fandango,5.11a,,https://www.mountainproject.com/route/120270999/clem-fandango,1,Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall,"35.97231, -115.52518"
2023-05-22,Twist of the Wrist,5.11c,,https://www.mountainproject.com/route/120271009/twist-of-the-wrist,2,Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall,"35.97231, -115.52518"
2023-05-22,Rocks Are My Friends,5.11a,,https://www.mountainproject.com/route/120271035/rocks-are-my-friends,1,Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall,"35.97231, -115.52518"
2023-05-22,Newtonian Mechanics,5.12a,,https://www.mountainproject.com/route/120271151/newtonian-mechanics,1,Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall,"35.97231, -115.52518"
2023-05-23,Audiophile,5.12a,,https://www.mountainproject.com/route/113627043/audiophile,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Echo Cliffs > North Echo Cliff > Sonar Wall,"36.25166, -115.64725"
2023-05-23,Squeeze play,5.11a,,https://www.mountainproject.com/route/118839193/squeeze-play,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Echo Cliffs > North Echo Cliff > Sonar Wall,"36.25166, -115.64725"
2023-05-23,Bat Boy,5.11b,,https://www.mountainproject.com/route/113626932/bat-boy,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Echo Cliffs > North Echo Cliff > Sonar Wall,"36.25166, -115.64725"
2023-05-23,Red Zinger,5.10+,,https://www.mountainproject.com/route/105732425/red-zinger,2,Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > The Friar and Byrd Pinnacle,"36.10394, -115.48544"
2023-05-23,Disaster Dog,5.10d,,https://www.mountainproject.com/route/113626918/disaster-dog,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Echo Cliffs > North Echo Cliff > Sonar Wall,"36.25166, -115.64725"
2023-05-23,By Air and By Sea,5.10c,,https://www.mountainproject.com/route/113627298/by-air-and-by-sea,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Echo Cliffs > North Echo Cliff > Sonar Wall,"36.25166, -115.64725"
2023-05-23,Click and Clack,5.9+,,https://www.mountainproject.com/route/113627306/click-and-clack,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Echo Cliffs > North Echo Cliff > Sonar Wall,"36.25166, -115.64725"
2023-05-24,Finger Injection,5.10c,,https://www.mountainproject.com/route/105991954/finger-injection,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > The Hood > 1. The Infectious Cave / Slab,"36.27342, -115.6593"
2023-05-24,Gun Tower,5.12a/b,,https://www.mountainproject.com/route/107742823/gun-tower,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > The Hood > 3. Pine Tree Ledge,"36.27411, -115.65834"
2023-05-24,Baby Got Back,5.10a,,https://www.mountainproject.com/route/107907672/baby-got-back,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > The Hood > 2. The Corrosion Cave / Walk-By Slab,"36.27379, -115.65841"
2023-05-24,Hear No Evil,5.11b,,https://www.mountainproject.com/route/108930345/hear-no-evil,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > The Hood > 6. The Souls Slab,"36.27448, -115.65728"
2023-05-24,Feel No Evil,5.10a,,https://www.mountainproject.com/route/105866724/feel-no-evil,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > The Hood > 6. The Souls Slab,"36.27448, -115.65728"
2023-05-25,The Rooster,5.10c,Extension seemed easier but worth doing for full value 35m,https://www.mountainproject.com/route/108268130/the-rooster,2,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > Burglar Wall,"36.30146, -115.61246"
2023-05-25,Future Days,5.11c,,https://www.mountainproject.com/route/120930212/future-days,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > Den of Thieves Area,"36.30133, -115.61214"
2023-05-25,The Harder They Come,5.10c,,https://www.mountainproject.com/route/113235312/the-harder-they-come,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > Den of Thieves Area,"36.30133, -115.61214"
2023-05-25,The Great Train Robbery Extension,5.12a,,https://www.mountainproject.com/route/108136118/the-great-train-robbery-extension,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > The Robbery Wall,"36.30159, -115.6127"
2023-05-25,The Great Train Robbery,5.11b,,https://www.mountainproject.com/route/106911231/the-great-train-robbery,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > The Robbery Wall,"36.30159, -115.6127"
2023-05-25,Banditissimo,5.10a,,https://www.mountainproject.com/route/106911222/banditissimo,1,Nevada > Southern Nevada > Mount Charleston > Route 158 > Robber's Roost > The Robbery Wall,"36.30159, -115.6127"
2023-05-26,The Original Route,5.12-,"Link 2-3, 4-6, simul to ledge. 2 rps used, double totems if linking, single purple tcu, #3 was used and would bring it again. Perfect temps. ",https://www.mountainproject.com/route/105732410/the-original-route,14,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > The Rainbow Wall,"36.11139, -115.49615"
2023-05-28,"Today, We are Thursday!",5.11b,,https://www.mountainproject.com/route/114198430/today-we-are-thursday,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > White Pine,"36.26892, -115.66803"
2023-05-28,Delivering the Smiles,5.12a,,https://www.mountainproject.com/route/114198621/delivering-the-smiles,2,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > White Pine,"36.26892, -115.66803"
2023-05-28,The Priceless Value of Old Friends,5.10a,,https://www.mountainproject.com/route/114198720/the-priceless-value-of-old-friends,1,Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > White Pine,"36.26892, -115.66803"
2023-06-01,Monkey Paws,5.12a,,https://www.mountainproject.com/route/105928461/monkey-paws,1,California > Lake Tahoe > I-80 Corridor > Donner Summit > Snowshed Wall > North Face > 1. North Face Main,"39.31642, -120.31884"
2023-06-25,Father Time,5.13b PG13,"Black/blue/purple totem, grey tcu if only climbing the first 5. No nuts.",https://www.mountainproject.com/route/109275454/father-time,5,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock,"37.7165, -119.6363"
2023-07-04,East Face,5.10 C1,"West face, all time, approached from the bottom like savages, def worth all the suffering, doubles to 3, #4, didn’t use small tcus",https://www.mountainproject.com/route/108255578/east-face,10,California > Sequoia & Kings Canyon NP > Castle Rocks > Castle Rock Spire,"36.50861, -118.71848"
2023-09-05,Esto Power,5.10d R,"#3, blue totem, no tri cams/nuts needed, some pieces on p4 but tame to run out if you’ve made it to there, *****",https://www.mountainproject.com/route/114446356/esto-power,5,"California > Southern-Western Sierra > Hwy 168:Tollhouse, Shaver Lake, Courtright > Courtright Reservoir > Power Dome > West Face","37.07266, -118.96683"
2023-10-08,Neurosis,5.12a,,https://www.mountainproject.com/route/121249798/neurosis,1,California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > Peanut Gallery,"37.88429, -119.40767"
2023-10-10,Creatures of Habit,5.11b,,https://www.mountainproject.com/route/118326481/creatures-of-habit,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > P.T. Barnum Wall,"37.52196, -118.57343"
2023-10-10,Highwire,5.12b,,https://www.mountainproject.com/route/118324949/highwire,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > P.T. Barnum Wall,"37.52196, -118.57343"
2023-10-10,Weight of Sound,5.11b,,https://www.mountainproject.com/route/120010940/weight-of-sound,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > Monkey to Monk Cliff,"37.52202, -118.57303"
2023-10-10,New Traditionalists,5.10a,,https://www.mountainproject.com/route/117081193/new-traditionalists,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Inner Gorge > Monkey to Monk Cliff,"37.52202, -118.57303"
2023-10-11,Grindrite,5.11b,,https://www.mountainproject.com/route/105911420/grindrite,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,"37.52751, -118.57443"
2023-10-11,O.R.G.asm,5.11a,,https://www.mountainproject.com/route/105880789/orgasm,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Dihedrals,"37.52838, -118.57396"
2023-10-11,Delicate Mechanism,5.10b,,https://www.mountainproject.com/route/105892746/delicate-mechanism,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Dihedrals,"37.52838, -118.57396"
2023-10-12,Tall Dollar,5.1,,https://www.mountainproject.com/route/107527929/tall-dollar,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,"37.52751, -118.57443"
2023-10-12,Trundle of Joy,5.12b,,https://www.mountainproject.com/route/112302720/trundle-of-joy,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat,"37.52666, -118.57491"
2023-10-12,O Henry!,5.11c,,https://www.mountainproject.com/route/105843567/o-henry,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat,"37.52666, -118.57491"
2023-10-12,Step Right Up,5.8,,https://www.mountainproject.com/route/106127627/step-right-up,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat,"37.52666, -118.57491"
2023-10-12,Posers on the Rig,5.11b,,https://www.mountainproject.com/route/107750488/posers-on-the-rig,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat,"37.52666, -118.57491"
2023-10-12,Cinderella,5.9,,https://www.mountainproject.com/route/105971555/cinderella,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat,"37.52666, -118.57491"
2023-10-13,Wooly Bugger,5.12c,,https://www.mountainproject.com/route/109822185/wooly-bugger,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Cracked Towers,"37.52785, -118.57454"
2023-10-13,Moby Dick  (Beach That Whale Direct),5.11a/b,,https://www.mountainproject.com/route/111653958/moby-dick-beach-that-whale-direct,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Trestle Wall,"37.52607, -118.57425"
2023-10-13,Poison Ivy,5.11b,,https://www.mountainproject.com/route/108770046/poison-ivy,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,"37.52751, -118.57443"
2023-10-13,"She's A Man, Man",5.11a,,https://www.mountainproject.com/route/107083065/shes-a-man-man,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,"37.52751, -118.57443"
2023-10-13,Dr. Evil,5.10a,,https://www.mountainproject.com/route/106446253/dr-evil,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City,"37.52751, -118.57443"
2023-10-16,Sheila,5.10b,,https://www.mountainproject.com/route/105967548/sheila,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Pratt's Crack / Dihedrals Area,"37.3843, -118.67756"
2023-10-16,Effigy,5.11b,,https://www.mountainproject.com/route/107152306/effigy,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall,"37.38419, -118.6775"
2023-10-16,Twitch  (easy start),5.11a,,https://www.mountainproject.com/route/109341291/twitch-easy-start,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall,"37.38419, -118.6775"
2023-10-16,Never Believe,5.10c,,https://www.mountainproject.com/route/106508612/never-believe,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall,"37.38419, -118.6775"
2023-10-16,Never Believe (extended),5.10d,,https://www.mountainproject.com/route/109502807/never-believe-extended,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall,"37.38419, -118.6775"
2023-10-17,Tideline,5.11a,,https://www.mountainproject.com/route/106225753/tideline,1,California > Yosemite National Park > Tuolumne Meadows > Olmsted Area > Olmsted Canyon Right,"37.81564, -119.48839"
2023-10-17,By Hook or By Crook,5.11b PG13,,https://www.mountainproject.com/route/105863000/by-hook-or-by-crook,3,California > Yosemite National Park > Tuolumne Meadows > Tenaya Lake Picnic Area > Harlequin Dome,"37.84009, -119.45521"
2023-10-17,Scheelite Fight,5.12c,,https://www.mountainproject.com/route/117325539/scheelite-fight,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall,"37.38419, -118.6775"
2023-11-21,Sour Mash,5.10a,,https://www.mountainproject.com/route/105732407/sour-mash,6,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Black Velvet Wall,"36.03518, -115.46652"
2023-11-22,Epinephrine,5.9,"c2c 11 hours, 2 for the decent going slow, single rack black totem to 3, no nuts, 2.5 liters was ample",https://www.mountainproject.com/route/105732422/epinephrine,13,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Black Velvet Wall,"36.03518, -115.46652"
2023-11-23,Hair Today Gone Tomorrow,5.11b,,https://www.mountainproject.com/route/112369387/hair-today-gone-tomorrow,1,Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Parking Lot Area > Front Corridor > Right Wall,"36.16265, -115.44929"
2023-11-23,Plastic People,5.10b/c,,https://www.mountainproject.com/route/106109062/plastic-people,1,Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Parking Lot Area > Running Man Wall,"36.16016, -115.4423"
2023-11-24,Fear and Loathing,5.11a,No need to rap off once you top out. Cairned well and deeply appreciated. Excellent day out. Triple 1 and 3 were useful.  Double 4s ,https://www.mountainproject.com/route/106733389/fear-and-loathing,3,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Gemstone Gully,"36.13237, -115.4888"
2023-11-25,Sky Dive,5.11b PG13,"One larger nut down low, 2 grey tcus, blue totem (could use two), #3, 1 purple tcu, didn’t place the .5 or .4. Incredible.",https://www.mountainproject.com/route/106326637/sky-dive,1,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Brass Wall,"36.12521, -115.49109"
2023-11-25,Out of Control,5.10c,,https://www.mountainproject.com/route/105888710/out-of-control,1,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Out of Control Area,"36.12527, -115.49419"
2023-12-24,Pathological Optimist,5.1,,https://www.mountainproject.com/route/107945505/pathological-optimist,1,Arizona > Central Arizona > Queen Creek Canyon > Lower Devil's Canyon > Totem-Proto Area,"33.27587, -111.02832"
2023-12-25,The Peacemaker,5.10a,"Draws, a .5 ",https://www.mountainproject.com/route/106080329/the-peacemaker,7,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Sheepshead,"31.87031, -109.99388"
2023-12-26,Stampede,5.11a,Incredible line. You can skip the slightly hanging belay w/ a 70 on the 3rd rap but you will have to down solo to the ledge.  ,https://www.mountainproject.com/route/106120091/stampede,7,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Sheepshead,"31.87031, -109.99388"
2023-12-27,Moby Dick,5.8,"Slings, black to green totem, no nuts needed",https://www.mountainproject.com/route/105738239/moby-dick,6,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Whale Dome,"31.93969, -109.99315"
2023-12-28,Warpaint,5.10c PG13,"Yellow and red totem, a few medium nuts, 12 draws, rapped a different route to the left with a 70, first pitch harder than the rest, linked 2 & 3. Stellar line. ",https://www.mountainproject.com/route/105738263/warpaint,5,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Westworld Dome,"31.93522, -109.99091"
2023-12-29,Transylvania Trip,5.9+,"Single 1 - 5, linked 4 to the summit, Chimney does not need bolts ",https://www.mountainproject.com/route/118031371/transylvania-trip,6,Arizona > Northern Arizona > Sedona Area > Village of Oak Creek > Castle Rock Area > Castle Rock,"34.79016, -111.77388"
2023-12-30,Annals Of The Former World,5.11,"Single grey and purple tcu, nothing smaller, 1 bd 5 & 6 nut, doubles to 2, single 3 & 4, extra 1 will make things comfy, only draws on p7. Perfect rap beta. Incredible line. Downtown Sedona high 59, great temps for the wall.",https://www.mountainproject.com/route/117074709/annals-of-the-former-world,9,Arizona > Northern Arizona > Sedona Area > Sedona > Midgley Bridge Area > Upper Mt Wilson Wall,"34.90567, -111.75219"
2023-12-31,Wild Wild West,5.11-,"Singles to 4 only needed for p2, .75 and 1 can be used to protect the follower on p4",https://www.mountainproject.com/route/105957681/wild-wild-west,5,Arizona > Northern Arizona > Sedona Area > Sedona > Mitten Ridge > The Teapot,"34.87421, -111.73225"
2024-01-02,Hot Hookers,5.11 PG13,,https://www.mountainproject.com/route/112303309/hot-hookers,5,Arizona > Northern Arizona > Sedona Area > Sedona > Mormon Canyon,"34.90767, -111.76742"
2024-06-02,Lost Arrow Chimney,5.10a,"Summit finally. Third go. Never again.

",https://www.mountainproject.com/route/107871190/lost-arrow-chimney,10,California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > Lost Arrow Spire,"37.75604, -119.5941"
2024-07-01,North Arete (Left Start Variation),5.8,,https://www.mountainproject.com/route/110677835/north-arete-left-start-variation,4,California > Sierra Eastside > Mammoth Lakes Area > Lake George > Crystal Crag > North Arete,"37.5926, -119.0145"
2024-07-06,Friends,5.11b,"Doubles from blue totem to 2, single 3, no 4, no nuts, single black totem and purple tcu 

Plum line, 10 star setting, gets sun until 2:30 in July.  ",https://www.mountainproject.com/route/122497299/friends,8,California > Sequoia & Kings Canyon NP > Cliff Creek Canyon > Spring Lake Wall,"36.46721, -118.5589"
2024-07-21,North Ridge,Easy 5th,,https://www.mountainproject.com/route/105982681/north-ridge,10,California > Yosemite National Park > Tuolumne Meadows > Glen Aulin Area > Mt. Conness,"37.96688, -119.32128"
2024-08-16,Gaia (1st 7 pitches),5.12c,w/TK ,https://www.mountainproject.com/route/125370342/gaia-1st-7-pitches,7,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock,"37.7165, -119.6363"
2024-08-25,Jericho Wall Free,5.12a,w/TK finally went the right way on pitch one ,https://www.mountainproject.com/route/115686304/jericho-wall-free,8,California > Yosemite National Park > Yosemite Valley > Valley South Side > I. Glacier Point Apron > 1. Jericho Wall,"37.72519, -119.56381"
2024-09-02,South West Face (Harding) Route,5.10c,"Dry direct start. No 4, 5 or nuts. 1 purple tcu was helpful. Great route, made me appreciate sport climbing more.",https://www.mountainproject.com/route/105983194/south-west-face-harding-route,9,California > Yosemite National Park > Tuolumne Meadows > Glen Aulin Area > Mt. Conness,"37.96688, -119.32128"
